% COMP47490 2018 - Assignment 1 Q1
% Dataset marketing for student ID number 15464068
@relation marketing-15464068

@attribute age numeric
@attribute job {education,tech,entrepreneur,retail,management,retired,self-employed,services,student,construction,unemployed,unknown}
@attribute status {divorced,married,single}
@attribute education {primary,secondary,tertiary,unknown}
@attribute has_defaulted {no,yes}
@attribute balance numeric
@attribute housing_loan {no,yes}
@attribute personal_loan {no,yes}
@attribute contact {email,phone,unknown}
@attribute contact_day numeric
@attribute contact_month {apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep}
@attribute contact_duration numeric
@attribute num_contacts numeric
@attribute num_days numeric
@attribute num_last numeric
@attribute last_outcome {failure,other,success,unknown}
@attribute class {yes,no}

@data
50,construction,divorced,secondary,no,-54,yes,yes,email,13,may,698,2,292,1,failure,no
25,student,single,tertiary,no,1433,yes,no,email,15,may,520,1,-1,0,unknown,yes
45,management,married,tertiary,no,-206,yes,no,email,6,may,337,2,-1,0,unknown,yes
35,construction,single,tertiary,no,2658,yes,no,email,19,aug,768,2,141,3,failure,no
25,management,single,tertiary,no,2506,no,no,email,17,feb,485,1,-1,0,unknown,no
36,management,married,tertiary,no,495,no,no,email,5,aug,157,3,97,2,success,no
34,construction,single,secondary,no,943,no,no,email,29,aug,96,4,-1,0,unknown,yes
38,management,married,unknown,no,3576,no,no,email,25,nov,349,2,183,1,success,no
33,education,married,secondary,no,0,yes,no,phone,17,jul,1448,7,-1,0,unknown,no
30,construction,single,secondary,no,4787,yes,no,unknown,4,jun,99,2,-1,0,unknown,yes
29,tech,single,secondary,no,-20,no,yes,email,21,jul,574,1,-1,0,unknown,no
36,construction,married,tertiary,no,837,no,no,email,28,aug,68,6,-1,0,unknown,yes
37,construction,single,unknown,no,391,yes,no,unknown,8,may,103,3,-1,0,unknown,yes
50,services,married,secondary,no,961,no,yes,email,14,aug,757,4,-1,0,unknown,yes
43,services,married,secondary,no,978,yes,yes,unknown,26,may,82,2,-1,0,unknown,yes
37,services,single,secondary,no,105,no,yes,unknown,17,jun,260,4,-1,0,unknown,yes
52,construction,single,tertiary,no,1308,yes,no,unknown,29,may,361,1,-1,0,unknown,yes
49,construction,married,tertiary,no,1235,no,no,email,13,aug,354,3,-1,0,unknown,no
26,education,married,secondary,no,2469,no,no,email,16,jul,136,8,-1,0,unknown,yes
38,management,married,tertiary,no,1199,no,no,email,4,aug,178,1,1,1,success,no
64,retired,married,tertiary,no,846,no,no,email,11,feb,671,1,181,3,failure,no
24,construction,married,secondary,no,556,yes,no,email,18,aug,460,2,-1,0,unknown,no
46,education,married,secondary,no,70,yes,no,email,27,mar,229,2,-1,0,unknown,no
43,entrepreneur,married,tertiary,no,13342,yes,no,email,18,nov,465,1,-1,0,unknown,yes
28,construction,single,secondary,yes,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,yes
29,retail,single,tertiary,no,19,no,no,email,5,feb,110,2,64,2,success,no
28,management,single,tertiary,no,1466,yes,no,email,25,jul,40,1,-1,0,unknown,yes
49,entrepreneur,divorced,unknown,yes,-701,yes,no,email,30,jul,988,2,-1,0,unknown,no
42,education,married,secondary,no,0,no,no,unknown,19,jun,370,1,-1,0,unknown,yes
46,management,married,tertiary,no,523,yes,no,email,6,may,105,4,366,2,failure,yes
34,construction,married,secondary,no,-228,yes,no,email,20,apr,187,3,332,3,other,yes
34,management,married,tertiary,no,606,no,no,email,20,apr,97,1,-1,0,unknown,no
49,tech,divorced,primary,no,15,yes,no,unknown,27,may,550,7,-1,0,unknown,yes
30,services,single,secondary,no,0,yes,no,email,18,may,131,6,363,9,failure,yes
49,entrepreneur,married,secondary,no,687,yes,no,email,17,apr,772,1,-1,0,unknown,no
47,tech,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,no
38,tech,married,secondary,no,1663,yes,no,email,13,apr,217,3,327,1,failure,yes
53,unemployed,married,primary,no,980,yes,no,email,3,dec,352,1,-1,0,unknown,no
44,education,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown,yes
52,tech,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,no
58,retired,married,secondary,no,413,no,no,email,27,aug,104,5,-1,0,unknown,yes
42,management,married,tertiary,no,1205,no,no,phone,8,sep,376,2,-1,0,unknown,no
49,entrepreneur,married,primary,no,199,no,no,unknown,13,may,113,2,-1,0,unknown,yes
35,entrepreneur,married,tertiary,no,2723,yes,yes,email,8,aug,275,4,-1,0,unknown,yes
54,management,divorced,tertiary,no,2171,yes,yes,phone,18,nov,1034,1,-1,0,unknown,no
59,construction,married,secondary,no,1,no,no,email,15,apr,159,2,378,3,failure,no
35,construction,married,secondary,no,141,yes,no,email,19,aug,299,2,-1,0,unknown,yes
59,self-employed,married,tertiary,no,3800,no,yes,email,9,jul,70,1,-1,0,unknown,yes
49,tech,single,primary,no,2146,yes,no,email,7,may,1416,2,343,2,other,no
29,entrepreneur,married,secondary,no,452,yes,no,unknown,27,may,347,1,-1,0,unknown,yes
30,construction,single,tertiary,no,799,yes,yes,unknown,6,jun,91,18,-1,0,unknown,yes
27,education,married,secondary,no,132,no,no,email,13,oct,123,2,-1,0,unknown,yes
39,self-employed,single,unknown,no,0,no,no,unknown,20,jun,13,11,-1,0,unknown,yes
33,unemployed,married,tertiary,no,302,yes,yes,email,16,apr,670,1,-1,0,unknown,yes
39,construction,divorced,tertiary,yes,3,no,no,email,6,may,488,1,-1,0,unknown,no
38,construction,married,tertiary,no,1161,yes,no,unknown,8,may,665,1,-1,0,unknown,yes
30,construction,single,tertiary,no,3,yes,no,email,6,may,45,2,169,2,failure,yes
48,services,married,secondary,no,1355,no,no,email,4,jul,134,2,-1,0,unknown,yes
58,tech,married,primary,no,0,yes,no,email,31,jul,5,25,-1,0,unknown,yes
41,management,divorced,tertiary,no,369,yes,no,phone,22,aug,9,3,-1,0,unknown,yes
55,tech,married,primary,no,145,no,no,phone,2,feb,59,3,5,2,other,yes
59,services,married,secondary,no,204,no,no,email,23,jul,286,2,-1,0,unknown,yes
37,management,married,tertiary,no,0,no,no,email,16,jul,268,2,182,3,success,no
36,management,single,secondary,no,1511,yes,no,email,16,nov,270,1,-1,0,unknown,no
73,retired,married,primary,no,796,no,no,email,23,oct,427,1,182,2,failure,no
29,education,single,secondary,no,-194,yes,no,email,7,may,127,1,-1,0,unknown,yes
71,retired,married,secondary,no,2850,no,no,email,17,feb,185,1,-1,0,unknown,no
29,services,married,primary,no,-102,no,no,unknown,4,jul,134,1,-1,0,unknown,yes
27,education,single,secondary,no,-145,yes,no,phone,15,may,289,8,-1,0,unknown,yes
37,services,married,primary,no,52,yes,no,unknown,7,may,359,1,-1,0,unknown,yes
26,management,single,tertiary,no,170,no,no,email,15,jun,129,1,-1,0,unknown,no
35,management,single,tertiary,no,5958,yes,no,email,22,mar,215,1,-1,0,unknown,no
60,tech,married,primary,no,1472,no,no,unknown,20,jun,36,4,-1,0,unknown,yes
57,retail,married,primary,no,0,no,no,unknown,9,jun,257,2,-1,0,unknown,yes
24,tech,single,secondary,no,174,yes,yes,email,18,may,487,1,-1,0,unknown,no
24,services,married,secondary,no,4500,yes,no,email,11,may,733,2,-1,0,unknown,no
38,construction,married,secondary,no,1931,no,no,email,2,jun,167,1,298,10,other,yes
52,construction,married,secondary,no,1818,no,yes,email,17,nov,189,2,111,4,failure,yes
46,management,single,tertiary,no,334,yes,no,phone,4,may,36,6,90,2,other,yes
54,management,divorced,tertiary,no,26306,yes,no,email,11,feb,27,1,84,3,failure,yes
56,education,divorced,secondary,no,985,no,yes,email,18,aug,150,2,-1,0,unknown,yes
46,construction,divorced,secondary,no,-90,no,yes,phone,17,oct,270,1,-1,0,unknown,no
45,construction,married,tertiary,no,265,no,no,email,28,aug,14,3,-1,0,unknown,yes
53,services,married,secondary,no,1378,yes,no,email,18,jul,91,2,-1,0,unknown,yes
41,management,married,primary,no,5310,yes,no,email,17,nov,984,1,-1,0,unknown,no
32,tech,married,secondary,no,950,yes,yes,email,20,apr,219,4,-1,0,unknown,yes
54,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,yes
49,services,married,secondary,no,204,no,no,email,23,jul,286,2,-1,0,unknown,yes
33,management,married,tertiary,no,273,yes,no,unknown,16,may,803,1,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,email,5,feb,550,4,-1,0,unknown,no
55,services,divorced,secondary,yes,-404,yes,no,email,22,jul,502,3,-1,0,unknown,yes
31,construction,married,tertiary,no,636,yes,no,email,4,may,352,4,-1,0,unknown,no
34,tech,married,secondary,no,1298,yes,no,unknown,20,may,120,1,-1,0,unknown,yes
37,management,married,tertiary,no,5106,no,no,email,30,apr,244,1,-1,0,unknown,no
35,management,married,tertiary,no,8,no,no,email,23,apr,93,3,-1,0,unknown,no
36,management,single,tertiary,no,2944,no,no,email,18,aug,882,8,-1,0,unknown,no
40,tech,married,secondary,no,326,yes,yes,email,7,jul,112,1,-1,0,unknown,yes
47,management,single,tertiary,no,440,no,no,email,21,aug,71,4,-1,0,unknown,yes
48,tech,married,secondary,no,0,yes,no,unknown,26,may,105,1,-1,0,unknown,yes
52,construction,married,tertiary,no,2557,no,no,email,28,jan,134,5,204,2,success,no
46,self-employed,married,secondary,no,548,no,no,email,12,aug,1181,4,-1,0,unknown,no
50,retail,married,primary,no,395,yes,no,unknown,15,may,419,2,-1,0,unknown,yes
41,construction,married,secondary,no,288,yes,no,unknown,15,may,221,4,-1,0,unknown,yes
32,management,single,tertiary,no,347,yes,no,email,18,may,213,1,264,6,failure,yes
28,management,single,secondary,no,171,no,no,email,10,mar,93,1,-1,0,unknown,no
39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,no
46,retail,married,primary,no,19,yes,no,phone,21,jul,171,1,-1,0,unknown,yes
55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,unknown,no
29,management,single,tertiary,no,572,no,no,email,16,dec,314,1,195,1,success,no
50,unknown,married,unknown,no,558,no,no,email,9,jul,464,1,683,6,failure,no
39,construction,divorced,secondary,no,902,yes,no,email,10,feb,691,2,180,5,failure,no
44,tech,married,primary,no,420,yes,no,unknown,7,may,110,2,-1,0,unknown,yes
32,services,single,secondary,no,2881,no,no,email,2,jul,356,1,-1,0,unknown,no
30,tech,married,secondary,no,6,yes,no,email,28,jan,241,3,-1,0,unknown,yes
31,management,married,tertiary,no,156,no,no,email,13,aug,657,7,-1,0,unknown,no
48,management,married,secondary,no,4415,yes,no,email,8,apr,1032,3,141,7,failure,no
34,education,married,tertiary,no,899,yes,no,phone,19,nov,377,3,7,4,success,yes
23,student,single,secondary,no,8494,no,no,email,24,aug,148,2,-1,0,unknown,yes
30,management,married,tertiary,no,1882,yes,no,email,11,aug,249,5,-1,0,unknown,yes
34,management,single,tertiary,no,171,yes,no,email,7,may,191,1,294,1,failure,yes
41,tech,married,secondary,no,552,yes,no,email,12,may,463,1,-1,0,unknown,yes
27,services,single,secondary,no,261,yes,yes,email,18,may,113,1,-1,0,unknown,yes
25,management,married,tertiary,no,-242,yes,yes,email,18,may,600,4,332,4,other,no
38,entrepreneur,married,secondary,no,157,no,yes,email,15,may,57,11,366,1,other,yes
26,unemployed,single,secondary,no,622,no,no,email,28,jan,1451,2,-1,0,unknown,no
49,services,married,secondary,no,320,no,no,phone,9,feb,1971,4,-1,0,unknown,no
35,education,single,secondary,no,0,yes,no,email,13,may,1073,1,-1,0,unknown,no
27,construction,single,secondary,no,235,yes,no,email,12,may,13,5,-1,0,unknown,yes
38,education,single,secondary,no,-23,no,no,email,20,nov,48,2,-1,0,unknown,yes
39,services,married,secondary,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,yes
28,tech,married,primary,no,702,yes,no,unknown,26,jun,318,2,-1,0,unknown,yes
41,education,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,no
34,management,married,tertiary,no,4831,yes,no,email,4,feb,265,1,-1,0,unknown,yes
36,management,divorced,tertiary,no,0,no,no,email,28,aug,81,4,-1,0,unknown,yes
32,tech,married,secondary,no,687,yes,no,unknown,9,may,61,1,-1,0,unknown,yes
42,education,married,secondary,no,-396,yes,no,email,11,may,80,1,308,4,failure,yes
28,self-employed,single,tertiary,no,442,no,no,email,19,jun,474,3,95,3,other,no
49,education,married,secondary,no,13229,no,yes,phone,8,jul,77,2,-1,0,unknown,yes
49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,unknown,yes
34,services,married,secondary,no,-62,yes,no,unknown,16,jun,109,3,-1,0,unknown,yes
36,construction,married,tertiary,no,1327,no,no,email,29,oct,174,2,-1,0,unknown,yes
47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,yes
35,construction,divorced,secondary,no,308,no,no,email,22,aug,77,2,-1,0,unknown,yes
64,retired,married,secondary,no,1574,no,no,phone,29,jul,301,3,-1,0,unknown,no
52,tech,married,unknown,no,826,yes,no,unknown,15,may,468,2,-1,0,unknown,yes
58,construction,divorced,secondary,no,-123,no,no,email,5,aug,131,2,-1,0,unknown,yes
35,self-employed,single,tertiary,no,44,no,no,email,7,sep,310,2,96,2,other,yes
54,retail,divorced,secondary,no,1327,no,no,unknown,5,jun,115,2,-1,0,unknown,yes
47,education,divorced,secondary,no,225,no,no,email,28,aug,1126,4,-1,0,unknown,no
34,management,married,tertiary,no,0,yes,no,email,7,aug,262,1,99,2,success,no
42,education,single,secondary,no,-247,yes,yes,phone,21,oct,519,1,166,1,other,no
59,retail,married,primary,no,235,no,no,email,13,aug,119,2,-1,0,unknown,yes
31,construction,single,tertiary,no,454,no,no,email,4,feb,73,3,-1,0,unknown,yes
22,student,single,secondary,no,246,yes,no,phone,12,may,25,1,-1,0,unknown,yes
29,self-employed,married,tertiary,no,751,yes,no,unknown,23,may,121,2,-1,0,unknown,yes
49,tech,married,secondary,no,8545,yes,yes,email,6,may,199,7,167,1,failure,yes
48,tech,married,secondary,no,1143,yes,no,email,17,apr,264,1,317,1,failure,yes
36,self-employed,married,secondary,no,189,yes,no,email,19,nov,136,1,120,1,failure,yes
50,management,married,tertiary,no,3463,no,yes,email,28,oct,96,1,-1,0,unknown,no
40,education,married,secondary,no,168,yes,no,email,7,may,249,2,169,1,failure,yes
44,management,single,tertiary,no,5063,no,no,email,27,oct,418,2,-1,0,unknown,no
39,education,married,secondary,no,607,yes,no,email,12,may,454,2,364,3,failure,no
56,retired,divorced,primary,no,694,no,no,email,29,jan,144,1,102,1,other,no
61,education,married,unknown,no,4629,yes,no,email,27,jan,181,1,92,1,success,no
60,management,married,unknown,no,6313,no,no,unknown,19,jun,39,2,-1,0,unknown,yes
35,construction,married,secondary,no,4508,yes,no,email,18,nov,854,1,-1,0,unknown,no
51,retired,married,secondary,no,35,no,yes,email,8,jul,123,4,-1,0,unknown,yes
61,education,married,secondary,no,4608,no,no,email,12,mar,212,1,-1,0,unknown,no
36,education,married,secondary,no,470,yes,no,email,31,jul,101,4,-1,0,unknown,yes
44,management,single,tertiary,no,-1313,yes,yes,email,15,may,104,10,-1,0,unknown,yes
26,education,single,secondary,no,443,no,no,email,30,jul,84,3,-1,0,unknown,yes
40,services,divorced,secondary,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown,yes
24,tech,married,secondary,no,1222,yes,no,email,20,apr,369,1,-1,0,unknown,yes
39,services,married,secondary,no,9374,yes,no,unknown,20,may,273,1,-1,0,unknown,yes
45,education,divorced,secondary,no,59,yes,no,email,24,jul,873,8,-1,0,unknown,no
59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,no
27,tech,single,secondary,no,3792,no,no,email,22,apr,279,2,-1,0,unknown,no
40,construction,married,secondary,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,yes
32,services,single,secondary,no,0,yes,no,email,31,jul,99,13,-1,0,unknown,yes
41,services,married,secondary,no,171,no,no,email,21,jul,71,9,-1,0,unknown,yes
39,services,divorced,secondary,no,687,yes,no,email,9,jul,869,1,-1,0,unknown,no
33,education,single,tertiary,no,490,yes,no,email,7,may,31,1,363,2,failure,yes
45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,no
58,retired,married,secondary,no,764,no,no,email,12,aug,219,4,-1,0,unknown,yes
53,tech,married,primary,no,238,yes,no,email,11,may,238,2,361,5,failure,yes
27,student,single,tertiary,no,3733,yes,no,email,22,may,198,1,98,6,success,no
38,unemployed,married,tertiary,no,2812,yes,no,email,30,apr,830,1,-1,0,unknown,no
38,retail,divorced,secondary,no,70,no,no,email,27,oct,255,3,148,1,success,no
34,management,single,tertiary,no,4348,yes,no,email,28,aug,373,8,-1,0,unknown,yes
37,tech,married,primary,no,3242,yes,no,unknown,21,may,233,1,-1,0,unknown,yes
44,construction,married,tertiary,no,264,no,no,email,28,aug,14,3,-1,0,unknown,yes
32,tech,married,secondary,no,456,no,no,email,12,may,121,1,-1,0,unknown,yes
30,construction,single,secondary,no,4787,yes,no,email,18,nov,266,1,167,2,failure,yes
41,management,divorced,tertiary,no,5037,no,no,email,23,apr,252,9,185,5,other,no
51,education,married,secondary,no,423,yes,yes,email,16,oct,95,1,-1,0,unknown,yes
34,tech,married,secondary,no,67,yes,yes,unknown,8,may,672,3,-1,0,unknown,yes
38,entrepreneur,married,secondary,no,593,yes,yes,email,24,jul,1484,24,-1,0,unknown,no
26,management,divorced,tertiary,yes,-402,no,yes,unknown,12,may,127,2,-1,0,unknown,yes
26,construction,single,secondary,no,1275,yes,no,unknown,20,jun,18,9,-1,0,unknown,yes
27,services,single,secondary,no,795,no,no,email,6,feb,101,3,-1,0,unknown,yes
58,self-employed,married,primary,no,1013,yes,no,email,11,aug,206,1,461,1,failure,no
28,management,single,tertiary,no,224,yes,no,email,2,feb,97,3,-1,0,unknown,yes
53,services,divorced,secondary,no,765,yes,no,email,14,may,959,3,174,7,other,no
34,tech,married,secondary,no,2542,yes,no,email,14,may,228,1,-1,0,unknown,yes
36,education,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,yes
27,services,divorced,secondary,no,10,yes,no,email,22,jul,427,1,-1,0,unknown,yes
41,entrepreneur,married,unknown,no,89,yes,no,unknown,6,may,333,2,-1,0,unknown,yes
25,student,single,secondary,no,304,no,no,email,26,may,226,2,-1,0,unknown,no
34,management,married,tertiary,no,3040,yes,no,email,13,may,469,1,-1,0,unknown,no
35,education,divorced,secondary,no,3636,no,yes,email,21,nov,808,2,-1,0,unknown,no
38,construction,married,secondary,no,1931,no,no,email,2,jun,167,1,298,10,other,yes
28,construction,single,secondary,no,227,no,no,email,30,apr,278,1,-1,0,unknown,no
31,management,married,tertiary,no,4148,yes,no,email,21,nov,316,3,99,9,other,no
32,management,divorced,tertiary,no,883,yes,no,email,10,dec,798,1,185,5,other,no
37,construction,married,unknown,no,189,no,no,email,1,oct,238,1,107,2,success,no
27,services,single,secondary,no,-195,yes,no,email,18,may,391,1,-1,0,unknown,no
50,unemployed,married,secondary,no,3357,no,no,email,9,jun,239,4,-1,0,unknown,no
26,tech,single,primary,no,-887,yes,no,email,18,may,827,2,-1,0,unknown,no
42,construction,married,secondary,no,2,no,no,unknown,29,may,249,2,-1,0,unknown,yes
50,services,single,secondary,no,72,no,no,unknown,8,may,141,2,-1,0,unknown,yes
60,retired,divorced,unknown,no,-49,yes,no,email,29,jan,188,1,261,2,failure,yes
34,entrepreneur,married,secondary,no,-139,yes,yes,unknown,27,may,492,2,-1,0,unknown,yes
37,management,married,tertiary,no,5355,no,no,phone,17,feb,466,4,-1,0,unknown,no
34,tech,married,unknown,no,41,yes,no,email,6,may,34,9,-1,0,unknown,yes
28,services,single,secondary,no,198,no,no,email,5,jul,128,2,-1,0,unknown,no
61,management,married,secondary,no,984,no,no,email,18,aug,998,6,-1,0,unknown,no
44,management,single,tertiary,no,4063,no,no,email,27,oct,418,2,-1,0,unknown,no
29,management,married,tertiary,no,318,yes,no,email,18,may,1434,2,356,4,failure,yes
36,management,single,tertiary,no,3875,yes,no,unknown,27,may,21,5,-1,0,unknown,yes
36,management,married,tertiary,no,495,no,no,email,12,mar,213,3,182,6,success,no
50,tech,married,unknown,no,2284,yes,no,phone,31,jul,1088,17,-1,0,unknown,no
50,unknown,married,primary,no,341,yes,yes,email,20,apr,670,4,340,2,success,no
41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,yes
44,education,married,secondary,no,205,no,no,email,3,nov,289,1,-1,0,unknown,no
49,tech,married,secondary,no,2039,yes,no,email,6,may,451,1,169,2,failure,no
54,unknown,married,secondary,no,2206,no,no,email,12,nov,104,1,99,2,other,no
40,tech,married,secondary,no,-839,yes,yes,email,16,jul,1018,2,-1,0,unknown,no
49,unemployed,divorced,tertiary,no,780,no,no,email,8,nov,148,1,871,2,failure,yes
32,services,married,secondary,no,1464,yes,no,unknown,3,jun,193,1,-1,0,unknown,yes
59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,no
32,management,single,tertiary,no,474,yes,no,email,7,aug,90,3,-1,0,unknown,yes
57,tech,married,primary,no,23,yes,no,phone,31,jul,25,8,-1,0,unknown,yes
35,entrepreneur,single,tertiary,no,145,yes,no,email,18,jul,799,2,-1,0,unknown,no
34,construction,single,secondary,no,1076,no,no,email,8,aug,70,2,-1,0,unknown,yes
40,tech,married,secondary,no,6767,yes,no,email,20,nov,97,2,-1,0,unknown,yes
60,construction,single,primary,no,11262,no,no,email,26,aug,323,1,-1,0,unknown,no
78,retired,divorced,primary,no,229,no,no,phone,22,oct,97,1,-1,0,unknown,no
39,services,single,secondary,no,7066,yes,no,email,15,may,667,3,357,3,other,no
62,management,married,tertiary,no,0,no,no,email,13,oct,78,3,-1,0,unknown,yes
30,unemployed,single,tertiary,no,302,no,no,email,11,feb,528,3,-1,0,unknown,no
52,management,single,tertiary,no,83,no,no,email,26,aug,1223,6,-1,0,unknown,no
40,management,married,tertiary,no,-7,no,yes,phone,25,jul,697,1,-1,0,unknown,yes
40,tech,married,secondary,no,1012,yes,no,email,6,may,410,1,-1,0,unknown,yes
60,education,married,secondary,no,3735,no,no,email,22,dec,190,1,188,9,success,no
40,self-employed,married,secondary,no,2,no,no,email,22,aug,197,5,-1,0,unknown,yes
59,construction,married,primary,no,3163,yes,no,unknown,29,may,240,2,-1,0,unknown,yes
37,education,married,tertiary,no,3913,yes,no,email,27,apr,124,1,-1,0,unknown,no
39,management,single,tertiary,no,416,no,no,email,23,oct,56,4,-1,0,unknown,yes
28,management,single,tertiary,no,5549,no,no,email,28,jul,383,6,-1,0,unknown,yes
33,tech,single,secondary,no,3975,yes,yes,email,17,apr,515,1,150,1,other,yes
27,management,single,tertiary,no,390,no,no,email,28,oct,190,1,82,1,success,yes
32,services,married,secondary,no,132,yes,yes,unknown,19,may,343,2,-1,0,unknown,yes
23,services,married,secondary,no,-19,yes,no,unknown,20,jun,13,10,-1,0,unknown,yes
30,self-employed,married,secondary,no,1772,yes,no,email,13,apr,158,4,-1,0,unknown,yes
45,tech,married,secondary,no,4022,yes,no,email,29,jan,244,3,-1,0,unknown,yes
59,construction,married,primary,no,4198,no,no,email,14,jan,309,1,91,10,success,no
34,tech,married,primary,no,11,yes,no,unknown,13,may,326,4,-1,0,unknown,yes
41,education,married,tertiary,no,1536,no,no,email,4,may,54,2,-1,0,unknown,yes
35,education,married,secondary,no,725,yes,no,email,20,nov,219,7,133,1,failure,yes
31,tech,married,secondary,no,1664,yes,no,email,20,apr,158,1,182,1,success,yes
35,management,single,tertiary,no,714,yes,no,email,26,aug,135,22,-1,0,unknown,yes
81,retired,married,secondary,no,1,no,no,email,19,aug,65,5,-1,0,unknown,yes
28,student,single,secondary,no,153,no,no,email,23,jul,1124,2,-1,0,unknown,no
34,construction,married,secondary,no,0,yes,no,email,29,aug,116,4,-1,0,unknown,yes
59,construction,married,secondary,no,259,no,no,email,15,jun,415,1,89,1,success,no
66,retired,married,primary,no,747,no,no,phone,28,jan,203,3,93,1,failure,yes
34,construction,single,tertiary,no,586,yes,no,unknown,16,may,489,2,-1,0,unknown,yes
33,construction,married,secondary,no,58,yes,no,phone,29,aug,57,2,-1,0,unknown,yes
42,education,married,secondary,no,529,yes,yes,email,19,nov,193,3,-1,0,unknown,yes
35,construction,married,tertiary,no,7050,no,no,email,11,aug,222,3,182,4,success,no
49,construction,married,tertiary,no,1843,yes,no,email,25,may,269,1,-1,0,unknown,yes
25,student,married,tertiary,no,10,yes,no,email,21,jul,857,4,-1,0,unknown,no
54,tech,married,primary,no,781,yes,no,unknown,9,may,103,2,-1,0,unknown,yes
49,services,married,secondary,no,320,no,no,phone,9,feb,1971,4,-1,0,unknown,no
28,management,single,secondary,no,1633,no,no,email,5,jun,275,1,-1,0,unknown,no
46,management,divorced,tertiary,no,624,no,no,email,17,sep,336,2,183,2,success,no
44,management,married,secondary,no,2984,yes,no,unknown,15,may,770,2,-1,0,unknown,yes
44,services,married,secondary,no,812,no,no,email,31,jul,113,6,-1,0,unknown,yes
48,self-employed,married,primary,no,1013,yes,no,email,11,aug,206,1,461,1,failure,no
52,construction,married,secondary,no,195,yes,no,email,18,feb,220,1,63,5,failure,no
31,management,married,tertiary,no,1010,yes,no,email,15,may,385,3,364,9,other,yes
35,tech,married,primary,no,422,yes,no,email,14,may,73,1,-1,0,unknown,yes
35,construction,divorced,secondary,no,69,yes,no,unknown,8,may,461,3,-1,0,unknown,yes
45,services,divorced,secondary,no,-179,no,no,unknown,3,jul,155,2,-1,0,unknown,yes
38,management,single,tertiary,no,427,yes,no,email,6,may,17,3,169,2,failure,yes
39,tech,married,secondary,no,1367,no,no,unknown,12,jun,43,1,-1,0,unknown,yes
39,management,married,tertiary,no,763,yes,no,email,11,may,877,7,300,2,other,no
26,education,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,-1,0,unknown,yes
32,construction,single,tertiary,no,5514,no,no,email,22,apr,319,1,182,1,success,no
51,management,single,tertiary,no,297,yes,no,email,15,may,415,4,375,1,failure,no
28,construction,single,tertiary,no,0,yes,no,unknown,4,jun,205,6,-1,0,unknown,yes
33,management,single,tertiary,no,9449,yes,no,email,8,may,428,1,-1,0,unknown,yes
59,retired,married,primary,no,0,no,no,email,5,jun,493,2,-1,0,unknown,no
42,education,divorced,secondary,no,936,no,no,email,30,jan,931,1,-1,0,unknown,no
32,education,single,tertiary,no,-59,no,yes,unknown,4,jul,192,1,-1,0,unknown,yes
51,management,married,tertiary,no,5108,yes,no,email,8,oct,272,1,102,8,other,yes
32,management,single,tertiary,no,2536,yes,no,email,26,aug,958,6,-1,0,unknown,no
59,construction,married,secondary,no,2308,no,no,email,30,apr,815,1,87,1,other,no
41,entrepreneur,married,primary,no,39,yes,no,email,21,nov,549,2,-1,0,unknown,no
62,retired,divorced,tertiary,no,0,no,no,email,13,nov,227,2,-1,0,unknown,no
32,tech,married,primary,no,415,yes,no,unknown,2,jun,777,4,-1,0,unknown,no
21,student,single,secondary,no,2488,no,no,email,30,jun,258,6,169,3,success,no
43,tech,married,secondary,no,10910,yes,no,email,15,may,66,2,-1,0,unknown,yes
49,management,married,tertiary,no,87,no,no,email,29,jan,165,1,-1,0,unknown,yes
30,services,single,tertiary,no,-477,no,yes,email,21,aug,1532,2,-1,0,unknown,no
49,tech,married,unknown,no,41,yes,no,unknown,7,may,984,1,-1,0,unknown,yes
33,tech,married,secondary,no,-77,yes,no,email,28,jul,151,3,-1,0,unknown,yes
39,tech,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown,no
33,services,divorced,secondary,no,2411,yes,no,email,23,oct,130,1,161,1,failure,no
